ID_ROK;ID_SUBKATEGORIA;ID_KATEGORIA;Druh kriminality;Zistené;Objasnené; t.j. %;Spôsob. škoda;Dodatoč. objasnené;Vplyv alkoholu;Vplyv drog;Maloletý páchateľ;Mladistvý páchateľ;Celkom osôb;Počet malolet.;Počet mladist.;Vplyv alkoholu;Vplyv drog
12;38;6;ohroz.devízového hospod.                ;  1;  ;  ;  ;  1;  ;  ;  ;  ;  1;  ;  ;  ;  
12;39;6;korupcia                                ;  231;  146;  63;  ;  16;  9;  ;  ;  1;  249;  ;  1;  9;  
12;40;6;sprenevera                              ; 1 524;  904;  59; 30 292;  290;  7;  ;  ;  1; 1 136;  ;  1;  7;  
12;41;6;podvod                                  ; 3 867; 1 678;  43; 97 731;  675;  15;  ;  ;  9; 2 299;  ;  10;  12;  
12;42;6;poruš.autorských práv                   ;  56;  23;  41;  144;  21;  ;  ;  ;  3;  43;  ;  3;  ;  
11;;1;NÁSILNÁ  KRIMINALITA                    ; 9 030; 6 293;  70; 118 469;  660; 2 330;  23;  156;  725; 7 280;  190;  791; 2 362;  16
11;1;1;vraždy                                  ;  94;  68;  72; 2 081;  10;  32;  ;  ;  6;  87;  ;  9;  33;  
11;2;1;lúpeže                                  ; 1 371;  712;  52; 85 024;  69;  121;  6;  47;  248;  972;  53;  289;  163;  5
11;3;1;násilie na verej.činit.                 ;  410;  372;  91;  313;  13;  191;  1;  ;  16;  394;  ;  16;  203;  1
11;4;1;      - z toho na policajtovi           ;  336;  307;  91;  311;  9;  162;  1;  ;  11;  323;  ;  12;  172;  1
11;5;1;úmyslené ublíženie na zdraví            ; 2 702; 1 742;  64;  604;  324;  546;  ;  32;  242; 2 327;  37;  260;  601;  
11;6;1;t.č. s rasovým motívom                  ;  213;  132;  62;  221;  8;  50;  ;  4;  52;  218;  7;  62;  67;  
11;7;1;organizovaný zločin                     ;  29;  17;  59; 174 731;  8;  ;  ;  ;  2;  174;  ;  1;  ;  
11;;2;MRAVNOSTNÁ  KRIMINALITA                 ;  840;  598;  71;  21;  55;  77;  1;  22;  179;  600;  29;  170;  68;  1
11;8;2;znásilnenie                             ;  152;  97;  64;  18;  16;  30;  1;  ;  8;  94;  ;  8;  24;  1
11;9;2;pohlavné zneužívanie                    ;  387;  299;  77;  ;  21;  11;  ;  10;  128;  308;  15;  126;  9;  
11;10;2;obchodovanie s ľuďmi                    ;  11;  5;  45;  ;  ;  ;  ;  ;  ;  12;  ;  ;  ;  
11;;3;MAJETKOVÁ  KRIMINALITA                  ; 54 755; 14 350;  26;3 923 268; 1 152; 1 242;  11;  876; 3 476; 15 493; 1 190; 3 270; 1 208;  12
11;11;3;krádeže vlámaním                        ; 15 159; 3 439;  23;1 047 872;  468;  306;  4;  266; 1 297; 4 123;  420; 1 286;  336;  4
11;12;3;   - škoda značná a vyššia              ;  636;  46;  7; 522 777;  13;  3;  ;  ;  11;  94;  ;  22;  4;  
11;13;3;   - do obchodov a výkl.skríň           ; 1 641;  372;  23; 149 216;  55;  55;  2;  17;  128;  456;  27;  109;  67;  1
11;14;3;       - škoda značná a vyššia          ;  106;  6;  6; 84 179;  3;  1;  ;  ;  3;  18;  ;  4;  1;  
11;15;3;   - do reštaurácií a stánkov           ; 1 506;  359;  24; 59 885;  52;  43;  ;  30;  160;  430;  46;  158;  58;  
11;16;3;       - škoda značná a vyššia          ;  24;  1;  4; 11 350;  ;  ;  ;  ;  1;  ;  ;  ;  ;  
11;17;3;   - do bytov                           ; 2 118;  797;  38; 157 964;  100;  56;  ;  55;  228;  810;  84;  222;  56;  
11;18;3;       - škoda značná a vyššia          ;  101;  14;  14; 81 451;  4;  1;  ;  ;  2;  20;  ;  3;  2;  
11;19;3;   - do rekreačných chát                ; 1 764;  384;  22; 107 991;  90;  53;  1;  24;  127;  343;  21;  111;  33;  2
11;20;3;       - škoda značná a vyššia          ;  15;  ;  ; 64 694;  1;  ;  ;  ;  ;  3;  ;  ;  ;  
11;21;3;krádeže ostatné                         ; 33 743; 9 239;  27;2 680 436;  531;  659;  4;  422; 1 758; 9 389;  485; 1 547;  610;  5
11;22;3;   - motorových vozidiel                ; 4 135;  914;  22;1 539 207;  101;  139;  ;  9;  296;  996;  8;  294;  146;  
11;23;3;   - vecí a súčiastok z áut             ; 11 051;  719;  7; 423 801;  112;  40;  ;  38;  221;  667;  62;  154;  38;  
11;24;3;   - v bytoch                           ; 1 562;  626;  40; 89 033;  62;  26;  1;  12;  143;  628;  16;  142;  20;  
11;25;3;ostatné majetkové                       ; 5 853; 1 672;  29; 194 959;  153;  277;  3;  188;  421; 1 981;  285;  437;  262;  3
11;;4;OSTATNÁ  KRIMINALITA                    ; 10 126; 7 472;  74; 906 924;  831; 1 233;  46;  81;  538; 8 443;  121;  515; 1 202;  43
11;26;4;výtržníctvo                             ; 1 478; 1 138;  77; 1 072;  87;  458;  1;  54;  204; 1 503;  75;  208;  556;  1
11;27;4;požiare a výbuchy                       ;  595;  70;  12; 876 469;  19;  20;  ;  13;  6;  95;  19;  5;  20;  
11;28;4;drogy                                   ; 2 285; 1 167;  51;  ;  590;  41;  41;  2;  150; 1 779;  2;  151;  39;  41
11;29;4;    - omamné,psychotrop.látky           ;  510;  362;  71;  ;  132;  4;  14;  ;  44;  572;  ;  49;  3;  15
11;30;4;    - šírenie toxikománie               ;  14;  10;  71;  ;  1;  1;  ;  ;  3;  12;  ;  3;  1;  
11;31;4;nedovolené ozbrojovanie                 ;  505;  312;  62; 1 087;  35;  21;  1;  1;  7;  292;  1;  6;  17;  
11;;5;ZOSTÁVAJÚCA KRIMINALITA                 ; 13 034; 9 456;  73; 370 729; 1 672; 1 568;  2;  31;  169; 10 732;  45;  170; 1 256;  2
11;32;5;dopravné nehody cestné                  ; 2 900; 2 045;  71; 229 007;  504;  517;  1;  2;  35; 2 521;  2;  33;  500;  1
11;33;5;ohroz. pod vplyvom návyk.látok          ;  893;  889;  100; 3 533;  6;  895;  ;  ;  2;  599;  ;  ;  599;  
11;34;5;t.č. vojenské a proti republ.           ;  102;  92;  90; 2 585;  5;  25;  ;  ;  ;  95;  ;  ;  25;  
11;;6;EKONOMICKÁ  KRIMINALITA                 ; 16 974; 7 513;  44;8 363 715; 2 216;  88;  6;  59;  182; 10 026;  66;  196;  80;  5
11;35;6;skrátenie dane                          ; 1 845;  929;  50;2 016 043;  331;  1;  ;  ;  2; 1 412;  ;  2;  1;  
11;36;6;krádež                                  ;  32;  30;  94; 3 149;  1;  1;  ;  ;  1;  41;  ;  1;  ;  
11;37;6;ochrana meny                            ;  673;  63;  9; 2 399;  22;  1;  ;  6;  32;  86;  10;  24;  1;  
11;38;6;ohroz.devízového hospod.                ;  1;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
11;39;6;korupcia                                ;  260;  174;  67;  1;  21;  31;  ;  ;  1;  216;  ;  1;  31;  
11;40;6;sprenevera                              ; 1 421;  758;  53; 862 911;  278;  ;  1;  ;  6;  978;  ;  5;  ;  1
11;41;6;podvod                                  ; 3 795; 1 529;  40;2 616 955;  604;  5;  ;  ;  14; 2 132;  ;  17;  5;  
11;42;6;poruš.autorských práv                   ;  115;  42;  37;  877;  31;  1;  ;  2;  6;  77;  2;  6;  1;  
10;1;;NÁSILNÁ  KRIMINALITA                    ; 9 620; 6 744;  70; 142 577;  740; 2 585;  15;  167;  854; 7 735;  200;  929; 2 528;  12
10;1;1;vraždy                                  ;  89;  70;  79;  198;  13;  31;  1;  1;  6;  86;  1;  6;  32;  1
10;1;2;lúpeže                                  ; 1 429;  778;  54; 94 511;  74;  131;  6;  50;  302; 1 048;  56;  335;  165;  4
10;1;3;násilie na verej.činit.                 ;  437;  390;  89;  55;  13;  214;  ;  ;  15;  391;  ;  12;  215;  
10;1;4;      - z toho na policajtovi           ;  350;  320;  91;  52;  8;  174;  ;  ;  11;  311;  ;  8;  173;  
10;1;5;úmyslené ublíženie na zdraví            ; 2 967; 1 863;  63;  883;  374;  578;  3;  39;  284; 2 511;  48;  336;  634;  2
10;1;6;s rasovým mot.,extrémizmus              ;  157;  90;  57;  523;  9;  22;  ;  4;  43;  129;  4;  47;  28;  
10;1;7;organizovaný zločin                     ;  139;  116;  83; 904 674;  13;  ;  1;  ;  1;  171;  ;  1;  ;  1
10;2;;MRAVNOSTNÁ  KRIMINALITA                 ;  805;  589;  73;  42;  48;  92;  3;  21;  155;  596;  22;  151;  83;  3
10;2;8;znásilnenie                             ;  182;  123;  68;  24;  12;  39;  1;  ;  10;  117;  ;  9;  39;  1
10;2;9;pohlavné zneužívanie                    ;  361;  285;  79;  ;  17;  15;  1;  13;  115;  281;  13;  111;  12;  1
10;2;10;obchodovanie s ľuďmi                    ;  13;  4;  31;  ;  5;  1;  ;  ;  ;  16;  ;  ;  1;  
10;3;;MAJETKOVÁ  KRIMINALITA                  ; 60 045; 14 127;  24;4 226 535; 1 330; 1 325;  18;  874; 3 850; 15 687; 1 161; 3 711; 1 242;  18
10;3;11;krádeže vlámaním                        ; 17 148; 3 715;  22;1 112 716;  561;  350;  8;  297; 1 624; 4 467;  425; 1 610;  349;  8
10;3;12;   - škoda značná a vyššia              ;  685;  47;  7; 533 878;  12;  2;  1;  1;  14;  69;  ;  11;  2;  3
10;3;13;   - do obchodov a výkl.skríň           ; 1 759;  338;  19; 172 390;  85;  53;  1;  33;  165;  426;  34;  150;  79;  1
10;3;14;       - škoda značná a vyššia          ;  112;  6;  5; 93 937;  4;  1;  ;  ;  ;  9;  ;  ;  1;  
10;3;15;   - do reštaurácií a stánkov           ; 1 650;  400;  24; 59 956;  63;  50;  1;  22;  222;  501;  32;  210;  55;  
10;3;16;       - škoda značná a vyššia          ;  20;  1;  5; 9 197;  ;  ;  ;  ;  ;  2;  ;  ;  ;  
10;3;17;   - do bytov                           ; 2 437;  826;  34; 162 629;  114;  68;  2;  51;  286;  833;  67;  274;  52;  1
10;3;18;       - škoda značná a vyššia          ;  111;  11;  10; 78 324;  3;  ;  ;  ;  3;  16;  ;  4;  ;  
10;3;19;   - do rekreačných chát                ; 2 096;  422;  20; 56 712;  55;  36;  ;  27;  172;  412;  33;  156;  24;  
10;3;20;       - škoda značná a vyššia          ;  16;  3;  19; 6 477;  2;  1;  ;  1;  3;  5;  ;  3;  1;  
10;3;21;krádeže ostatné                         ; 37 102; 8 890;  24;2 924 786;  606;  667;  9;  462; 1 837; 9 416;  567; 1 682;  586;  10
10;3;22;   - motorových vozidiel                ; 4 719;  848;  18;1 760 343;  81;  144;  2;  9;  308;  899;  12;  302;  140;  2
10;3;23;   - vecí a súčiastok z áut             ; 11 979;  696;  6; 452 219;  137;  51;  1;  29;  209;  689;  39;  177;  37;  1
10;3;24;   - v bytoch                           ; 1 592;  597;  38; 84 593;  72;  28;  ;  24;  196;  641;  32;  192;  28;  
10;3;25;ostatné majetkové                       ; 5 795; 1 522;  26; 189 033;  163;  308;  1;  115;  389; 1 804;  169;  419;  307;  
10;4;;OSTATNÁ  KRIMINALITA                    ; 9 930; 7 347;  74; 338 967;  793; 1 226;  38;  90;  565; 8 328;  98;  569; 1 188;  36
10;4;26;výtržníctvo                             ; 1 613; 1 227;  76; 1 120;  134;  533;  2;  55;  198; 1 703;  57;  228;  642;  
10;4;27;požiare a výbuchy                       ;  671;  51;  8; 326 402;  15;  7;  ;  13;  12;  65;  15;  9;  8;  
10;4;28;drogy                                   ; 2 159; 1 248;  58;  ;  469;  30;  33;  2;  172; 1 741;  2;  175;  34;  33
10;4;29;    - omamné,psychotrop.látky           ;  470;  371;  79;  ;  102;  5;  14;  ;  27;  541;  ;  27;  6;  15
10;4;30;    - šírenie toxikománie               ;  18;  17;  94;  ;  3;  ;  1;  1;  6;  18;  1;  7;  ;  1
10;4;31;nedovolené ozbrojovanie                 ;  522;  323;  62; 1 044;  53;  25;  ;  2;  21;  285;  3;  19;  12;  
10;5;;ZOSTÁVAJÚCA KRIMINALITA                 ; 12 507; 8 931;  71; 383 704; 1 762; 1 427;  9;  34;  152; 10 319;  38;  166; 1 172;  8
10;5;32;dopravné nehody cestné                  ; 2 888; 2 001;  69; 238 221;  550;  527;  4;  10;  33; 2 517;  9;  32;  506;  4
10;5;33;ohroz. pod vplyvom návyk.látok          ;  769;  764;  99; 3 555;  3;  766;  ;  ;  2;  536;  ;  ;  536;  
10;5;34;t.č. vojenské a proti republ.           ;  183;  151;  83;  412;  8;  38;  2;  ;  ;  155;  ;  ;  37;  2
10;6;;EKONOMICKÁ  KRIMINALITA                 ; 17 895; 8 237;  46;11 713 671; 2 221;  88;  7;  56;  227; 10 568;  63;  218;  91;  6
10;6;35;skrátenie dane                          ; 1 974; 1 008;  51;2 004 950;  269;  1;  ;  ;  1; 1 294;  ;  1;  1;  
10;6;36;krádež                                  ;  24;  23;  96; 3 011;  2;  1;  ;  ;  2;  43;  ;  3;  ;  
10;6;37;ochrana meny                            ;  672;  84;  13;  897;  9;  1;  ;  4;  45;  102;  4;  45;  1;  
10;6;38;ohroz.devízového hospod.                ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
10;6;39;korupcia                                ;  211;  119;  56;  ;  15;  21;  1;  ;  2;  131;  ;  2;  21;  1
10;6;40;sprenevera                              ; 1 435;  752;  52; 827 081;  279;  2;  ;  ;  2;  960;  ;  3;  2;  
10;6;41;podvod                                  ; 3 762; 1 438;  38;3 389 583;  556;  11;  1;  1;  13; 1 888;  1;  10;  11;  1
10;6;42;poruš.autorských práv                   ;  252;  71;  28; 2 143;  27;  ;  ;  ;  5;  99;  ;  5;  ;  
9;1;;NÁSILNÁ  KRIMINALITA                    ; 10 896; 7 475;  69; 100 901;  602; 2 836;  17;  176;  707; 8 195;  207;  780; 2 733;  14
9;1;1;vraždy                                  ;  89;  57;  64;  355;  11;  23;  1;  ;  3;  83;  ;  2;  26;  
9;1;2;lúpeže                                  ; 1 594;  768;  48; 55 068;  52;  123;  3;  44;  248;  993;  52;  299;  148;  3
9;1;3;násilie na verej.činit.                 ;  492;  453;  92;  7;  16;  237;  1;  1;  14;  457;  6;  20;  230;  1
9;1;4;      - z toho na policajtovi           ;  373;  355;  95;  7;  10;  194;  ;  1;  11;  346;  6;  16;  180;  
9;1;5;úmyslené ublíženie na zdraví            ; 3 200; 2 008;  63;  516;  315;  655;  1;  42;  243; 2 578;  50;  262;  710;  1
9;1;6;s rasovým mot.,extrémizmus              ;  188;  107;  57;  100;  6;  42;  ;  5;  33;  143;  7;  31;  56;  
9;1;7;organizovaný zločin                     ;  79;  42;  53; 81 974;  15;  1;  1;  2;  5;  175;  2;  7;  3;  3
9;2;;MRAVNOSTNÁ  KRIMINALITA                 ;  798;  589;  74;  ;  28;  92;  ;  22;  195;  555;  31;  189;  79;  
9;2;8;znásilnenie                             ;  174;  113;  65;  ;  6;  38;  ;  1;  4;  97;  2;  6;  34;  
9;2;9;pohlavné zneužívanie                    ;  405;  335;  83;  ;  16;  23;  ;  11;  159;  325;  17;  152;  18;  
9;2;10;obchodovanie s ľuďmi                    ;  19;  6;  32;  ;  1;  ;  ;  ;  ;  12;  ;  ;  ;  
9;3;;MAJETKOVÁ  KRIMINALITA                  ; 63 077; 14 803;  23;4 374 239; 1 062; 1 197;  20;  879; 3 807; 15 858; 1 189; 3 420; 1 133;  14
9;3;11;krádeže vlámaním                        ; 19 044; 3 995;  21;1 047 513;  406;  329;  7;  245; 1 656; 4 591;  390; 1 494;  340;  4
9;3;12;   - škoda značná a vyššia              ;  692;  59;  9; 425 467;  14;  6;  ;  2;  16;  120;  2;  22;  10;  
9;3;13;   - do obchodov a výkl.skríň           ; 2 287;  462;  20; 200 235;  49;  65;  1;  20;  194;  596;  32;  191;  74;  
9;3;14;       - škoda značná a vyššia          ;  164;  9;  5; 99 115;  3;  ;  ;  ;  1;  12;  ;  ;  ;  
9;3;15;   - do reštaurácií a stánkov           ; 1 785;  391;  22; 58 142;  55;  65;  ;  27;  202;  454;  30;  183;  68;  
9;3;16;       - škoda značná a vyššia          ;  16;  2;  13; 9 009;  1;  2;  ;  ;  ;  5;  ;  ;  3;  
9;3;17;   - do bytov                           ; 2 602;  807;  31; 161 857;  97;  51;  4;  61;  285;  851;  102;  293;  54;  3
9;3;18;       - škoda značná a vyššia          ;  103;  16;  16; 65 845;  3;  1;  ;  1;  4;  29;  1;  8;  3;  
9;3;19;   - do rekreačných chát                ; 2 498;  492;  20; 64 204;  58;  27;  1;  19;  166;  393;  40;  88;  17;  
9;3;20;       - škoda značná a vyššia          ;  16;  1;  6; 6 398;  1;  ;  ;  ;  ;  1;  ;  ;  ;  
9;3;21;krádeže ostatné                         ; 37 936; 9 003;  24;3 122 899;  560;  535;  10;  467; 1 720; 9 323;  542; 1 530;  467;  8
9;3;22;   - motorových vozidiel                ; 5 225;  762;  15;1 876 783;  65;  117;  ;  13;  245;  777;  13;  230;  101;  
9;3;23;   - vecí a súčiastok z áut             ; 12 435;  698;  6; 468 546;  157;  40;  ;  38;  208;  644;  59;  173;  38;  
9;3;24;   - v bytoch                           ; 1 637;  587;  36; 88 526;  91;  26;  1;  25;  144;  599;  29;  124;  18;  1
9;3;25;ostatné majetkové                       ; 6 097; 1 805;  30; 203 827;  96;  333;  3;  167;  431; 1 944;  257;  396;  326;  2
9;4;;OSTATNÁ  KRIMINALITA                    ; 9 336; 6 854;  73; 341 550;  570; 1 097;  31;  89;  510; 7 534;  72;  511; 1 100;  35
9;4;26;výtržníctvo                             ; 1 819; 1 342;  74; 1 357;  101;  559;  ;  49;  195; 1 721;  28;  225;  651;  
9;4;27;požiare a výbuchy                       ;  539;  48;  9; 327 210;  16;  9;  1;  9;  8;  62;  11;  5;  9;  
9;4;28;drogy                                   ; 1 742;  970;  56;  ;  300;  17;  25;  3;  107; 1 276;  3;  110;  16;  31
9;4;29;    - omamné,psychotrop.látky           ;  393;  280;  71;  ;  88;  3;  10;  2;  31;  445;  2;  33;  4;  12
9;4;30;    - šírenie toxikománie               ;  18;  12;  67;  ;  ;  ;  1;  ;  4;  7;  ;  5;  ;  2
9;4;31;nedovolené ozbrojovanie                 ;  539;  308;  57; 3 448;  52;  26;  1;  1;  7;  254;  1;  6;  18;  1
9;5;;ZOSTÁVAJÚCA KRIMINALITA                 ; 11 877; 8 144;  69; 350 671; 1 612; 1 009;  5;  32;  131; 9 295;  37;  131;  829;  5
9;5;32;dopravné nehody cestné                  ; 2 627; 1 689;  64; 210 679;  416;  358;  2;  2;  23; 2 068;  2;  23;  347;  2
9;5;33;ohroz. pod vplyvom návyk.látok          ;  515;  513;  100; 3 321;  4;  517;  ;  ;  ;  345;  ;  ;  345;  
9;5;34;t.č. vojenské a proti republ.           ;  125;  115;  92;  676;  74;  26;  ;  ;  ;  186;  ;  ;  26;  
9;6;;EKONOMICKÁ  KRIMINALITA                 ; 19 167; 9 616;  50;9 119 565; 1 796;  122;  5;  51;  175; 11 525;  55;  152;  110;  5
9;6;35;skrátenie dane                          ; 1 689;  807;  48;1 235 938;  210;  4;  ;  ;  4; 1 043;  ;  4;  4;  
9;6;36;krádež                                  ;  25;  18;  72; 12 201;  4;  ;  ;  ;  ;  28;  ;  ;  ;  
9;6;37;ochrana meny                            ;  669;  92;  14; 108 893;  7;  3;  ;  4;  48;  91;  4;  42;  3;  
9;6;38;ohroz.devízového hospod.                ;  3;  2;  67;  ;  ;  ;  ;  ;  ;  1;  ;  ;  ;  
9;6;39;korupcia                                ;  255;  180;  71;  2;  10;  35;  ;  ;  ;  192;  ;  ;  35;  
9;6;40;sprenevera                              ; 1 486;  841;  57; 727 217;  268;  5;  1;  ;  3; 1 037;  ;  4;  5;  1
9;6;41;podvod                                  ; 3 576; 1 360;  38;3 315 864;  506;  14;  ;  ;  10; 1 774;  ;  6;  10;  
9;6;42;poruš.autorských práv                   ;  131;  57;  44; 31 493;  23;  2;  ;  ;  6;  87;  ;  7;  2;  
8;;1;NÁSILNÁ  KRIMINALITA                    ; 12 906; 9 526;  74; 239 080;  690; 3 366;  19;  251; 1 165; 9 953;  284; 1 162; 3 044;  15
8;1;1;vraždy                                  ;  106;  79;  75;  1;  16;  30;  1;  1;  6;  109;  1;  7;  31;  1
8;2;1;lúpeže                                  ; 1 919; 1 039;  54; 167 039;  62;  154;  4;  68;  400; 1 227;  77;  386;  167;  3
8;3;1;násilie na verej.činit.                 ;  454;  415;  91;  44;  8;  212;  ;  ;  9;  368;  ;  8;  187;  
8;4;1;      - z toho na policajtovi           ;  339;  318;  94;  25;  4;  168;  ;  ;  8;  280;  ;  6;  146;  
8;5;1;úmyslené ublíženie na zdraví            ; 3 896; 2 655;  68;  757;  314;  775;  2;  47;  336; 3 278;  60;  370;  781;  2
8;6;1;t.č. s rasovým motívom                  ;  121;  82;  68;  42;  3;  17;  1;  3;  28;  110;  3;  29;  19;  1
8;7;1;organizovaný zločin                     ;  50;  23;  46; 242 960;  11;  ;  ;  ;  4;  183;  ;  1;  ;  
8;;2;MRAVNOSTNÁ  KRIMINALITA                 ;  794;  626;  79;  38;  39;  83;  ;  24;  176;  566;  32;  160;  69;  
8;8;2;znásilnenie                             ;  200;  158;  79;  37;  8;  43;  ;  ;  15;  123;  ;  11;  38;  
8;9;2;pohlavné zneužívanie                    ;  384;  311;  81;  ;  21;  11;  ;  19;  139;  303;  25;  129;  8;  
8;10;2;obchodovanie s ľuďmi                    ;  14;  4;  29;  ;  2;  ;  ;  ;  ;  9;  ;  ;  ;  
8;;3;MAJETKOVÁ  KRIMINALITA                  ; 65 306; 13 780;  21;4 472 585; 1 254; 1 137;  24;  938; 4 119; 15 223; 1 163; 3 768; 1 131;  19
8;11;3;krádeže vlámaním                        ; 20 828; 4 637;  22;1 101 374;  604;  373;  9;  316; 1 790; 5 074;  465; 1 624;  385;  7
8;12;3;   - škoda značná a vyššia              ;  608;  46;  8; 439 750;  11;  1;  1;  1;  8;  73;  ;  13;  1;  1
8;13;3;   - do obchodov a výkl.skríň           ; 2 669;  553;  21; 212 755;  73;  78;  3;  41;  233;  703;  57;  216;  90;  2
8;14;3;       - škoda značná a vyššia          ;  150;  5;  3; 95 256;  3;  1;  ;  ;  2;  11;  ;  3;  1;  
8;15;3;   - do reštaurácií a stánkov           ; 2 097;  507;  24; 105 040;  94;  62;  ;  17;  239;  583;  33;  187;  69;  
8;16;3;       - škoda značná a vyššia          ;  26;  3;  12; 44 977;  ;  ;  ;  ;  ;  4;  ;  ;  ;  
8;17;3;   - do bytov                           ; 2 809; 1 008;  36; 172 053;  131;  66;  ;  79;  313;  934;  94;  300;  50;  
8;18;3;       - škoda značná a vyššia          ;  111;  18;  16; 70 937;  3;  ;  ;  ;  ;  16;  ;  ;  ;  
8;19;3;   - do rekreačných chát                ; 2 799;  577;  21; 66 882;  78;  30;  1;  42;  200;  466;  65;  163;  26;  1
8;20;3;       - škoda značná a vyššia          ;  15;  2;  13; 7 747;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
8;21;3;krádeže ostatné                         ; 37 833; 6 992;  18;3 200 460;  536;  429;  13;  445; 1 866; 7 759;  467; 1 658;  441;  10
8;22;3;   - motorových vozidiel                ; 5 591; 1 022;  18;1 961 770;  124;  142;  2;  9;  356; 1 019;  8;  319;  148;  1
8;23;3;   - vecí a súčiastok z áut             ; 12 961;  999;  8; 430 366;  86;  52;  2;  96;  330;  744;  49;  221;  55;  1
8;24;3;   - v bytoch                           ; 2 030;  701;  35; 87 963;  58;  23;  3;  35;  174;  722;  46;  161;  26;  2
8;25;3;ostatné majetkové                       ; 6 645; 2 151;  32; 170 750;  114;  335;  2;  177;  463; 2 390;  231;  486;  305;  2
8;;4;OSTATNÁ  KRIMINALITA                    ; 9 945; 7 830;  79; 337 835;  478; 1 237;  33;  71;  670; 8 428;  102;  628; 1 212;  35
8;26;4;výtržníctvo                             ; 2 254; 1 795;  80; 2 163;  138;  700;  1;  46;  272; 2 319;  75;  288;  792;  1
8;27;4;požiare a výbuchy                       ;  580;  56;  10; 286 871;  14;  9;  1;  12;  14;  75;  14;  14;  8;  1
8;28;4;drogy                                   ; 1 682; 1 162;  69;  ;  195;  14;  26;  1;  175; 1 335;  1;  174;  14;  26
8;29;4;    - omamné,psychotrop.látky           ;  830;  699;  84;  ;  116;  5;  10;  ;  113;  833;  ;  113;  4;  9
8;30;4;    - šírenie toxikománie               ;  13;  9;  69;  ;  1;  ;  ;  ;  3;  7;  ;  3;  ;  
8;31;4;nedovolené ozbrojovanie                 ;  546;  330;  60;  990;  39;  24;  ;  1;  9;  249;  ;  4;  15;  
8;;5;ZOSTÁVAJÚCA KRIMINALITA                 ; 15 367; 11 764;  77; 593 789; 1 763; 1 075;  8;  22;  118; 12 566;  22;  107;  899;  8
8;32;5;dopravné nehody cestné                  ; 2 771; 1 931;  70; 294 437;  404;  382;  2;  6;  30; 2 297;  6;  29;  367;  2
8;33;5;ohroz. pod vplyvom návyk.látok          ;  441;  438;  99; 1 517;  ;  438;  ;  ;  3;  277;  ;  1;  277;  
8;34;5;t.č. vojenské a proti republ.           ;  848;  802;  95; 3 875;  121;  152;  3;  ;  ;  994;  ;  ;  172;  4
8;;6;EKONOMICKÁ  KRIMINALITA                 ; 19 245; 10 498;  55;52 667 573; 1 766;  75;  5;  10;  163; 12 034;  9;  158;  66;  4
8;35;6;skrátenie dane                          ; 1 615;  823;  51; 871 600;  213;  1;  1;  ;  8; 1 063;  ;  9;  1;  1
8;36;6;krádež                                  ;  47;  40;  85; 6 617;  5;  1;  ;  ;  1;  52;  ;  1;  1;  
8;37;6;ochrana meny                            ;  887;  114;  13;  ;  7;  ;  ;  5;  53;  128;  5;  61;  ;  
8;38;6;ohroz.devízového hospod.                ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
8;39;6;korupcia                                ;  238;  182;  76;  ;  6;  17;  ;  ;  1;  142;  ;  1;  17;  
8;40;6;sprenevera                              ; 2 976; 2 287;  77;15 790 387;  377;  10;  2;  ;  11; 2 453;  ;  9;  7;  1
8;41;6;podvod                                  ; 5 259; 2 756;  52;7 587 263;  655;  17;  1;  ;  21; 3 248;  ;  16;  14;  1
8;42;6;poruš.autorských práv                   ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
7;;1;NÁSILNÁ  KRIMINALITA                    ; 13 755; 9 961;  72; 124 182;  697; 3 336;  15;  187; 1 012; 10 505;  205; 1 018; 3 130;  13
7;1;1;vraždy                                  ;  122;  89;  73; 1 503;  14;  26;  ;  ;  10;  110;  ;  9;  26;  
7;2;1;lúpeže                                  ; 2 156; 1 126;  52; 97 091;  50;  107;  2;  62;  358; 1 366;  74;  355;  127;  1
7;3;1;násilie na verej.činit.                 ;  403;  374;  93;  520;  11;  189;  ;  ;  8;  341;  ;  7;  177;  
7;4;1;      - z toho na policajtovi           ;  282;  265;  94;  209;  7;  143;  ;  ;  5;  240;  ;  5;  133;  
7;5;1;úmyslené ublíženie na zdraví            ; 3 810; 2 529;  66;  666;  364;  689;  3;  55;  277; 3 182;  64;  302;  730;  3
7;6;1;t.č. s rasovým motívom                  ;  79;  57;  72;  59;  2;  10;  ;  ;  22;  65;  ;  23;  9;  
7;7;1;organizovaný zločin                     ;  56;  49;  88; 318 320;  4;  2;  7;  ;  ;  153;  ;  ;  1;  9
7;;2;MRAVNOSTNÁ  KRIMINALITA                 ;  875;  713;  81;  11;  41;  72;  ;  22;  182;  640;  16;  184;  53;  
7;8;2;znásilnenie                             ;  224;  177;  79;  2;  11;  40;  ;  ;  13;  135;  ;  12;  28;  
7;9;2;pohlavné zneužívanie                    ;  449;  378;  84;  ;  18;  14;  ;  17;  153;  344;  10;  157;  11;  
7;10;2;obchodovanie s ľuďmi                    ;  27;  18;  67;  ;  5;  ;  ;  ;  ;  26;  ;  ;  ;  
